Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3CnUGF7phvydXWBJUBDDP6,"The Villain I Appear to Be","The Villain I Appear to Be","Connor Spiotto;Molly Pease",2017-06-25,188000,58,false,,2024-12-11T21:25:37Z,"","Connor Spiotto",0.489,0.361,1,-9.633,1,0.0404,0.797,0,0.308,0.276,109.273,4
spotify:track:388dr3aGkIXRiGFiMyiXLz,"Kiss The Go-Goat","Seven Inches Of Satanic Panic","Ghost",2019-09-13,195693,43,false,,2024-11-29T15:25:51Z,"metal,hard rock","Universal Music AB",0.469,0.849,10,-4.145,1,0.053,0.000215,0.0000082,0.154,0.531,130.066,4
spotify:track:4d9L9pBJNGmHMKs36RgP4e,"Devilman No Uta","DEVILMAN crybaby (Original Soundtrack)","kensuke ushio",2018-01-10,185520,45,false,,2024-11-23T14:30:10Z,"anime","Aniplex Inc.",0.609,0.951,1,-6.137,1,0.0431,0.0108,0.000104,0.702,0.717,125.045,4
spotify:track:6urCAbunOQI4bLhmGpX7iS,"Don't Speak","Tragic Kingdom","No Doubt",1995-10-10,263560,82,false,,2024-11-22T20:35:11Z,"","Trauma",0.52,0.709,5,-7.125,0,0.0352,0.247,0.0000178,0.18,0.536,76.039,4
spotify:track:1yBoI01Y9dpPwqk9qBi44d,"Guns for Hire (from the series Arcane League of Legends)","Arcane League of Legends (Soundtrack from the Animated Series)","Woodkid",2021-11-20,226460,52,false,,2024-11-18T07:46:04Z,"","Riot Games",0.254,0.298,3,-7.59,0,0.0296,0.288,0,0.117,0.106,139.713,4
spotify:track:0tduSYti0mY7p8j5AIO4Pg,"I'm Back","I'M DOING IT AGAIN BABY!","girl in red",2024-04-12,179791,46,false,,2024-11-16T21:50:59Z,"bedroom pop","Columbia",0.584,0.463,0,-10.142,1,0.0379,0.919,0.00112,0.0952,0.348,131.032,4
spotify:track:4ZHGRFGwjnEIXHG2FhcDPv,"I Hear a Symphony","Flying","Cody Fry",2017-10-06,185176,67,false,,2024-11-13T08:57:26Z,"","Cody Fry/Decca US Records",0.197,0.247,3,-8.542,1,0.0306,0.934,0.0163,0.111,0.407,75.787,3
spotify:track:62AdLIvL8qZYX0FhxVJLND,"Snakes (from the series Arcane League of Legends)","Snakes (from the series Arcane League of Legends)","MIYAVI;PVRIS;Arcane;League of Legends",2021-11-20,161376,63,false,,2024-11-13T08:51:44Z,"j-rock,visual kei,score","Riot Games",0.423,0.842,1,-6.24,0,0.236,0.000396,0.000907,0.378,0.342,157.904,4
spotify:track:4zEvxRDaKDoFlHxK7Hy0wg,"Sunday","Everybody Else Is Doing It, So Why Can't We?","The Cranberries",1993-03-01,211066,71,false,,2024-11-13T08:43:11Z,"","Island Records",0.329,0.565,0,-13.103,1,0.0335,0.0614,0.0000197,0.126,0.167,108.859,4
spotify:track:2kKkl59fY6Cic1CmhvSEZK,"Hayloft","O My Heart","Mother Mother",2008-09-23,181680,72,false,,2024-11-12T08:03:57Z,"","Last Gang",0.527,0.921,9,-2.666,0,0.0734,0.00477,0.000165,0.422,0.447,95.975,4
spotify:track:6It0cr5QyBlwk0B5Qk7DZd,"Pallet Town (Arr. Skeet for Violin & Orchestra) - From ""Pokémon Red""","Player 1","Junichi Masuda;Ray Chen;Royal Philharmonic Orchestra;Cristian Măcelaru;Jonathan Ayling;Suzy Willison-Kawalec",2024-10-18,216093,16,false,,2024-11-09T16:16:35Z,"orchestral,classical,contemporary classical","Decca Music Group Ltd.",0.371,0.224,7,-15.571,1,0.04,0.855,0.511,0.0578,0.359,120.065,4
spotify:track:4IRHwIZHzlHT1FQpRa5RdE,"Goodbye Yellow Brick Road - Remastered 2014","Goodbye Yellow Brick Road (Remastered)","Elton John",1973-10-05,192826,76,false,,2024-11-07T08:28:19Z,"","UMC (Universal Music Catalogue)",0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,4
spotify:track:0RB9Q6qDFbVR6P2hUZSkdc,"Chopin: 12 Études, Op. 25: No. 11 in A Minor ""Winter Wind""","Chopin: Piano Sonatas Nos. 1 - 3, Mazurkas, Op. 17 & Études","Frédéric Chopin;Leif Ove Andsnes",1992-01-01,240800,44,false,,2024-11-05T07:14:25Z,"classical piano,classical,impressionism,chamber music","Warner Classics",0.258,0.251,0,-21.153,1,0.0375,0.973,0.864,0.0983,0.0631,110.735,4
spotify:track:5ruzrDWcT0vuJIOMW7gMnW,"The Adults Are Talking","The New Abnormal","The Strokes",2020-04-10,309053,82,false,,2024-11-04T09:12:33Z,"garage rock,indie rock,alternative rock","Cult Records/RCA Records",0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,4
spotify:track:0TZejo18HlJ86OrWNsXKnw,"Mrs Magic","Mrs Magic","Strawberry Guy",2019-07-24,208500,81,false,,2024-11-04T08:54:45Z,"bedroom pop","Melodic",0.471,0.634,8,-7.406,1,0.031,0.159,0.365,0.374,0.366,132.542,4
spotify:track:7qiEoVlFjb3KaytT2zgK1g,"Doomsday Blue","Cathexis","Bambie Thug",2023-10-13,183741,54,false,,2024-11-03T17:58:33Z,"","HAUS OF THUG",0.487,0.846,10,-7.123,0,0.049,0.00705,0.285,0.171,0.16,130.008,4
spotify:track:5S1pCogpzpMVK6tRVatUqB,"Carmen (Bizet) - Fantasie brillante","The Fiddler Of The Opera","Jenő Hubay;Gil Shaham;Akira Eguchi",1997-01-01,532000,22,false,,2024-10-31T11:03:40Z,"concerto,chamber music,classical","Deutsche Grammophon (DG)",0.379,0.164,2,-17.967,1,0.0412,0.943,0.0187,0.1,0.238,113.571,4
spotify:track:3DL7joEwJDh9Enw9IBSnjp,"String Quartet No. 8 in C Minor, Op. 110: II. Allegro molto","Shostakovich: String Quartets Nos. 1, 8 & 14","Dmitri Shostakovich;Borodin Quartet",2015-03-20,173133,41,false,,2024-10-30T21:06:02Z,"classical,chamber music,orchestral","Decca Music Group Ltd.",0.421,0.46,7,-13.568,1,0.0375,0.966,0.894,0.105,0.435,125.925,4
spotify:track:3O9xWnJFPdfBEdfhkWAOIF,"etoile et toi [edition le bleu]","歌物語2　-〈物語〉シリーズ主題歌集-","物語シリーズ",2015,352533,19,false,,2024-10-30T13:01:52Z,"anime,j-pop","Aniplex Inc.",0.59,0.505,1,-9.346,0,0.0277,0.658,0.527,0.101,0.181,99.999,4
spotify:track:2C4iPMQ0Eu2O9smudEwvN0,"Murders","Hawaii: Part II (Deleted)","Miracle Musical",2012-12-11,222981,0,false,,2024-10-30T11:14:28Z,"","ミラクルミュージカル",0.336,0.4,11,-9.838,0,0.0294,0.872,0.333,0.124,0.24,143.81,4
spotify:track:777zXDJpBufzttU4AJ2dGO,"I Don't Want To Set The World On Fire","The Anthology","The Ink Spots",1998-06-16,181066,67,false,,2024-10-28T19:28:27Z,"adult standards","Geffen",0.445,0.146,5,-16.064,1,0.0333,0.962,0.0000105,0.249,0.332,86.637,4
spotify:track:5Ng6UbryNd3eds2zQk9MUf,"Spellbound","Juju","Siouxsie and the Banshees",1981,197013,63,false,,2024-10-28T10:13:33Z,"gothic rock,post-punk,deathrock,darkwave,new wave,cold wave","UMC (Universal Music Catalogue)",0.415,0.853,7,-11.098,1,0.038,0.0107,0.000499,0.536,0.302,148.494,4
spotify:track:02Wse1w8jxhXo5T7kRXgIe,"Leck mich im Arsch, K.231","Mozart: Complete Edition Vol.12: Arias, Lieder etc","Wolfgang Amadeus Mozart;Chorus Viennensis;Uwe Christian Harrer",2000-01-01,137000,23,false,,2024-10-23T15:54:51Z,"classical,opera,classical piano,chamber music,concerto,choral,christmas","Decca Music Group Ltd.",0.402,0.136,9,-22.743,1,0.0434,0.98,0.00000135,0.156,0.216,85.246,4
spotify:track:3qpyxgH65qNhJ9hLS2gWrS,"Origami","Big Whoop","The Rare Occasions",2021-06-18,174182,68,false,,2024-10-23T15:45:07Z,"","The Rare Occasions",0.483,0.802,11,-6.463,1,0.0552,0.00703,0.0137,0.245,0.627,129.933,4
spotify:track:6GtX0jaNL8IjVQfrDBx81z,"Bullet With Butterfly Wings - Remastered 2012","Mellon Collie And The Infinite Sadness (Deluxe Edition)","The Smashing Pumpkins",1995,258466,78,false,,2024-10-23T15:31:45Z,"alternative rock,rock","Virgin Records",0.404,0.72,10,-9.18,0,0.0623,0.0000559,0.836,0.0466,0.475,121.864,4
spotify:track:5AJ9hqTS2wcFQCELCFRO7A,"MILLION DOLLAR BABY","MILLION DOLLAR BABY","Tommy Richman",2024-04-26,155151,82,false,,2024-10-23T13:47:09Z,"","PULSE Records",0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,4
spotify:track:51Grh1RyUDcMBbpuyUIUHI,"rises the moon","recently","Liana Flores",2019-04-10,161929,81,false,,2024-10-23T11:25:24Z,"","liana flores",0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,3
spotify:track:4GT8nJdIrabaHcQb4MRYt2,"Great Fairy Fountain (From ""The Legend of Zelda"") [Piano Etude]","Great Fairy Fountain (From ""The Legend of Zelda"") [Piano Etude]","Erik Correll",2019-02-26,163895,41,false,,2024-10-23T11:19:59Z,"","Erik Correll",0.303,0.322,2,-14.931,0,0.0471,0.629,0.82,0.09,0.0472,125.608,4
spotify:track:5Zf25eS8E1znm9mez4cGsm,"Reflections","ひとつぶの海","Toshifumi Hinata",1986-11-28,130693,68,false,,2024-10-22T08:23:12Z,"","Sony Music Direct (Japan) Inc.",0.224,0.146,9,-16.331,0,0.0338,0.961,0.712,0.113,0.142,94.255,3
spotify:track:67ColSQSTMboSIc6Cw6p88,"GLASSY SKY","TVアニメ『東京喰種』ORIGINAL SOUNDTRACK","Yutaka Yamada",2015-03-25,294813,57,false,,2024-10-22T06:08:01Z,"anime","Marvelous Inc.",0.451,0.246,8,-14.784,0,0.0403,0.546,0.0000653,0.284,0.145,145.587,4
spotify:track:50qY6EQTt33QAUQnDgbYOS,"Goodbye (from the series Arcane League of Legends)","Goodbye (from the series Arcane League of Legends)","Ramsey;Arcane;League of Legends",2021-11-05,230985,64,false,,2024-10-22T06:03:35Z,"score","Riot Games",0.365,0.318,10,-11.775,0,0.036,0.663,0.000622,0.101,0.0489,164.885,4
spotify:track:4ypkMHJBXRdaaWdqwjixFc,"Secondary Worship","Secondary Worship","Hail The Sun",2024-03-01,226903,39,false,,2024-10-22T05:56:29Z,"post-hardcore,math rock,emo,screamo","Equal Vision Records",0.441,0.953,8,-2.366,1,0.0653,0.0103,0,0.288,0.456,164.885,3
spotify:track:6JoT2QRzUZ8IpkamI6WkeN,"Chopin: Piano Sonata No. 2 in B-Flat Minor, Op. 35 ""Funeral March"": III. Marche funèbre. Lento","Chopin: Piano Sonatas Nos. 1 - 3, Mazurkas, Op. 17 & Études","Frédéric Chopin;Leif Ove Andsnes",1992-01-01,504320,51,false,,2024-10-21T18:09:53Z,"classical piano,classical,impressionism,chamber music","Warner Classics",0.381,0.003,1,-25.899,1,0.0495,0.993,0.938,0.0859,0.0657,69.148,4
spotify:track:2RlgNHKcydI9sayD2Df2xp,"Mr. Blue Sky","Out of the Blue","Electric Light Orchestra",1977,303820,81,false,,2024-10-21T17:52:07Z,"art rock,soft rock","Epic/Legacy",0.388,0.338,10,-10.054,1,0.0329,0.652,0.00000373,0.248,0.478,177.765,4
spotify:track:2gnTpHUZZyUgdRn2IFJczm,"I Deserve to Bleed","I Deserve to Bleed","Sushi Soucy",2020-12-26,104022,0,true,,2024-10-21T11:40:06Z,"","Ayparia",0.733,0.281,0,-11.687,1,0.111,0.919,0,0.2,0.638,119.589,4
spotify:track:6y2cLmWkuM7u5By6ElBrla,"Kiss Me, Son of God","Lincoln","They Might Be Giants",1988,112666,54,false,,2024-10-21T11:19:20Z,"","Idlewild Recordings",0.453,0.336,4,-4.663,1,0.031,0.77,0,0.108,0.542,169.794,4
spotify:track:2bPGTMB5sFfFYQ2YvSmup0,"Deutschland","Rammstein","Rammstein",2019-05-17,322339,77,false,,2024-10-21T10:30:21Z,"industrial metal,metal,industrial rock,industrial","Rammstein",0.521,0.895,7,-5.242,1,0.0442,0.0000554,0.349,0.0985,0.237,120.117,4
spotify:track:6ZaiqbV2GfUtrUlhsu58fN,"Step On Me","First Band On The Moon (Remastered)","The Cardigans",1996-01-01,230185,77,false,,2024-10-19T21:18:11Z,"swedish pop","Universal Music AB",0.331,0.471,2,-5.631,1,0.0299,0.00644,0,0.0653,0.142,90.057,4
spotify:track:2N8pjeNjFT8Fw58e5z2LDf,"Dawn of Faith","Forgotten Odes","Eternal Eclipse",2020-04-07,193239,55,false,,2024-10-17T07:54:07Z,"orchestral","Eternal Eclipse",0.245,0.471,0,-9.416,0,0.0359,0.524,0.905,0.0881,0.0967,130.089,4
spotify:track:0eSKFjwdh7uOJZ7me6YbaN,"Playground (from the series Arcane League of Legends)","Playground (from the series Arcane League of Legends)","Bea Miller;Arcane;League of Legends",2021-11-05,230525,66,false,,2024-10-16T16:48:27Z,"score","Riot Games",0.515,0.704,8,-6.834,1,0.0294,0.01,0.000062,0.129,0.35,157.391,4
spotify:track:3weNRklVDqb4Rr5MhKBR3D,"Nuvole Bianche","Una Mattina","Ludovico Einaudi",2004-01-01,357706,73,false,,2024-10-11T09:20:58Z,"neoclassical,classical,contemporary classical","Decca (UMO)",0.191,0.0582,8,-25.398,1,0.0578,0.961,0.89,0.0941,0.0454,132.614,1
spotify:track:7uIpHQGSafwKoK8oZeD4kB,"Serenade, D. 957 No. 4 (Arr. Elman for Violin & Piano)","Schubert: Serenade, D. 957 No. 4 (Arr. Elman for Violin and Piano)","Franz Schubert;Christian Li;Laurence Matheson",2023-06-23,280080,23,false,,2024-10-06T12:05:26Z,"chamber music,classical,classical piano","Decca Music Group Ltd.",0.165,0.0596,2,-21.593,1,0.0382,0.936,0.75,0.0934,0.0554,81.002,1
spotify:track:22P2juauetqTdxxTLgLudr,"Gounod: Ave Maria, CG 89a (Orch. Kennedy, Lenehan & Messiter)","Classic Kennedy","Charles Gounod;Johann Sebastian Bach;Nigel Kennedy;English Chamber Orchestra;Paula Chateauneuf",1999-10-04,152373,12,false,,2024-10-05T20:47:10Z,"opera,baroque,classical,classical piano,concerto,early music,chamber music,renaissance,medieval","Warner Classics",0.113,0.0184,7,-31.514,1,0.0517,0.986,0.594,0.112,0.0896,169.627,5
spotify:track:0u2P5u6lvoDfwTYjAADbn4,"lovely (with Khalid)","lovely (with Khalid)","Billie Eilish;Khalid",2018-04-19,200185,87,false,,2024-10-02T12:08:45Z,"","Darkroom",0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,4
spotify:track:6eVlPB1UhuyPUQSf9utzit,"Little Wolf","EPIC: The Wisdom Saga (Official Concept Album)","Jorge Rivera-Herrans;Ayron Alexander;Teagan Earley;Miguel Veloso;Cast of EPIC: The Musical",2024-08-30,193600,69,false,,2024-10-01T20:54:47Z,"musicals","Winion Entertainment LLC",0.566,0.656,4,-5.855,0,0.151,0.372,0,0.194,0.403,74.894,4
spotify:track:11nAMCXHi82msHXGXAUmOI,"Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato","Elgar","Edward Elgar;Sheku Kanneh-Mason;London Symphony Orchestra;Sir Simon Rattle",2020-01-10,493320,47,false,,2024-10-01T11:46:17Z,"classical,orchestral,ballet,opera","Decca Music Group Ltd.",0.122,0.0779,4,-21.23,0,0.0476,0.96,0.939,0.105,0.038,95.404,4
spotify:track:6MCU7EJ155Ukx2Q6gbScNN,"Slider (From ""Super Mario 64 GMB Cinematic Soundtrack"")","Slider (From ""Super Mario 64 GMB Cinematic Soundtrack"")","Super Mario 64;GMB Sound Team",2019-05-15,173267,38,false,,2024-09-29T11:30:46Z,"","GMB Unlimited, LLC",0.434,0.958,2,-6.422,1,0.051,0.0456,0.0992,0.344,0.716,176.094,4
spotify:track:4whMDx946frCjqj04mcgSt,"Le Festin D'Esope Op. 39 No. 12","Alkan, Liszt, Prokofiev: Romantic Pieces For Piano","Charles-Valentin Alkan;Igor Roma",2007-08-30,548160,18,false,,2024-09-29T11:11:15Z,"classical piano","Challenge Classics",0.396,0.236,4,-18.649,0,0.0355,0.991,0.884,0.0919,0.179,137.517,4
spotify:track:4cluDES4hQEUhmXj6TXkSo,"What Makes You Beautiful","Up All Night","One Direction",2012-05-25,199986,85,false,,2024-09-27T09:27:22Z,"","Syco Music UK",0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,4
spotify:track:4BUFFCwIF7y4qAATffK3I0,"L'Arlésienne Suite No. 2: IV. Farandole","L'Arlésienne Suite No. 2: IV. Farandole","Georges Bizet;Metamorphose String Orchestra;Pavel Lyubomudrov",2022-11-25,187624,31,false,,2024-09-25T08:19:57Z,"opera,classical","Halidon",0.469,0.576,7,-8.825,1,0.0421,0.922,0.959,0.0983,0.695,92.291,4
spotify:track:0bmb8jg6ljmt8qBmIsMNvL,"Dumbledore's Farewell","Harry Potter and the Half-Blood Prince (Original Motion Picture Soundtrack)","Nicholas Hooper",2009-07-14,142253,64,false,,2024-09-19T12:32:39Z,"soundtrack","New Line Records",0.237,0.062,9,-22.176,0,0.0513,0.417,0.893,0.178,0.0357,114.738,3
spotify:track:0peYF9zz1ViGNUek5bcPyi,"Violin Concerto in A Minor, Op. 53, B. 108: I. Allegro ma non troppo","Eclipse","Antonín Dvořák;Hilary Hahn;Frankfurt Radio Symphony Orchestra;Andrés Orozco-Estrada",2022-10-07,731135,20,false,,2024-09-19T08:37:50Z,"classical,chamber music,orchestral,concerto,baroque","Deutsche Grammophon (DG)",0.274,0.15,9,-18.86,0,0.0387,0.949,0.476,0.179,0.0655,107.037,4
spotify:track:5j3iBuHq6vv7VcBo4Y2QrK,"Cirice","Meliora","Ghost",2015-01-01,362093,58,false,,2024-09-03T16:17:26Z,"metal,hard rock","Loma Vista",0.555,0.798,3,-5.658,1,0.0279,0.00254,0.000015,0.171,0.284,89.987,4
spotify:track:68OVKwrzkwGqQZIm9MVwUK,"From The Pinnacle To The Pit","Meliora","Ghost",2015-01-01,242640,48,false,,2024-09-02T20:22:47Z,"metal,hard rock","Loma Vista",0.47,0.929,2,-4.26,1,0.0569,0.0000836,0.147,0.0745,0.451,89.984,4
spotify:track:70dOLeFZQqrmIHdcJcazoT,"Monstrance Clock","Infestissumam","Ghost",2013-01-01,353320,55,true,,2024-09-02T18:40:55Z,"metal,hard rock","Loma Vista",0.457,0.691,7,-5.884,0,0.0289,0.0288,0.000256,0.178,0.276,105.058,4
spotify:track:0PSWSiRXsxsLAEdEhaJAId,"Crucified","If You Have Ghost","Ghost",2013-01-01,313413,53,false,,2024-09-02T18:28:40Z,"metal,hard rock","Loma Vista",0.517,0.704,4,-6.837,0,0.0358,0.00385,0,0.103,0.279,115.977,4
spotify:track:6NFKy0jg3S6x380iuF47jX,"He Is","Meliora","Ghost",2015-01-01,253173,54,false,,2024-09-02T18:26:33Z,"metal,hard rock","Loma Vista",0.496,0.725,7,-5.433,1,0.0284,0.00248,0.00748,0.0895,0.244,100.089,4
spotify:track:0bog7rv4F6iffTSWcYQHeq,"Witch Image","Prequelle","Ghost",2018-06-01,210320,52,false,,2024-09-02T18:02:33Z,"metal,hard rock","Loma Vista",0.553,0.825,0,-5.819,0,0.0344,0.000438,0.00339,0.0823,0.466,119.986,4
spotify:track:1WjcX541kITk0ACPf5K6Bp,"Rats","Prequelle","Ghost",2018-06-01,261573,59,false,,2024-09-02T17:36:51Z,"metal,hard rock","Loma Vista",0.524,0.944,2,-5.73,0,0.0839,0.00000611,0.526,0.135,0.24,124.03,4
spotify:track:1sNSlzvQ5jPir46X5X1TeH,"If You Have Ghosts","If You Have Ghost","Ghost",2013-01-01,214880,53,false,,2024-09-02T17:27:19Z,"metal,hard rock","Loma Vista",0.508,0.782,6,-4.838,0,0.0385,0.00271,0.0004,0.0812,0.565,135.02,4
spotify:track:6vXceKic4ACImU0bC3oecd,"Darkness At The Heart Of My Love","IMPERA","Ghost",2022-03-11,298573,62,false,,2024-09-02T17:21:26Z,"metal,hard rock","Loma Vista Recordings",0.54,0.719,10,-5.744,1,0.0284,0.00833,0.000158,0.158,0.238,122.043,4
spotify:track:5fXQmRFO1CDN04HtUVNCUh,"Life Eternal","Prequelle","Ghost",2018-06-01,207120,57,false,,2024-09-02T17:19:18Z,"metal,hard rock","Loma Vista",0.443,0.612,1,-7.321,1,0.0275,0.0183,0.000001,0.103,0.204,155.97,4
spotify:track:5koxSCWVJInF4T6jj5SQ3H,"Stay [Feat. Patrick Wilson]","Stay [Feat. Patrick Wilson]","Ghost;Patrick Wilson",2023-07-07,234220,54,false,,2024-08-31T17:32:10Z,"metal,hard rock,musicals","Loma Vista Recordings",0.36,0.489,8,-9.135,1,0.0293,0.177,0.000171,0.0778,0.152,96.625,4
spotify:track:3yiyZW5sYNg3VvIejh10sK,"Year Zero","Infestissumam","Ghost",2013-01-01,350186,59,true,,2024-08-30T20:29:54Z,"metal,hard rock","Loma Vista",0.469,0.705,7,-5.134,1,0.0458,0.0304,0.0155,0.659,0.137,122.025,4
spotify:track:0WHtcCpZnoyFlQg3Mf2cdN,"Spillways","IMPERA","Ghost",2022-03-11,196946,63,false,,2024-08-30T20:21:29Z,"metal,hard rock","Loma Vista Recordings",0.575,0.868,5,-5.004,0,0.0319,0.000207,0.00294,0.0584,0.804,128.069,4
spotify:track:56k2ztFw7hQRzDeoe80pJo,"Kiss The Go-Goat","Seven Inches Of Satanic Panic","Ghost",2019-09-13,195693,1,false,,2024-08-30T14:28:20Z,"metal,hard rock","Loma Vista Recordings",0.469,0.851,10,-4.147,1,0.0547,0.000213,0.00000786,0.154,0.549,130.053,4
spotify:track:74gUN3LUQhqzfTLAP09ejk,"Griftwood","IMPERA","Ghost",2022-03-11,316040,58,false,,2024-08-29T20:35:03Z,"metal,hard rock","Loma Vista Recordings",0.588,0.888,0,-4.263,0,0.0307,0.000541,0.00000715,0.25,0.801,120.006,4
spotify:track:2jfQ2g1q0w8tbjN46rLpr2,"Hunter’s Moon","IMPERA","Ghost",2022-03-11,196106,59,false,,2024-08-28T21:16:07Z,"metal,hard rock","Loma Vista Recordings",0.61,0.935,5,-4.444,0,0.0356,0.000473,0.00187,0.0854,0.656,128.967,3
spotify:track:4hxd9xX8SNH0R2XSrXRATW,"Ritual","Opus Eponymous","Ghost",2010-10-18,268746,53,false,,2024-08-28T21:14:44Z,"metal,hard rock","Rise Above Records",0.67,0.864,0,-5.2,0,0.0525,0.0894,0.0000265,0.119,0.732,132.011,4
spotify:track:7wdwIaXUuzlu1grzWMFRJm,"Mary On A Cross","[MESSAGE FROM THE CLERGY]","Ghost",2022-09-12,244804,61,false,,2024-08-14T21:57:38Z,"metal,hard rock","UME - Global Clearing House",0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4
spotify:track:1OQxJiHrr5HAmTaqAhn39c,"The Future Is A Foreign Land","The Future Is A Foreign Land","Ghost",2024-06-21,225224,56,false,,2024-08-14T19:44:42Z,"metal,hard rock","Loma Vista Recordings",0.574,0.944,7,-3.868,0,0.0368,0.00836,0.00000901,0.0671,0.641,123.984,4
spotify:track:2KGCpxjbU3Mqf1elFvVabE,"The Future Is A Foreign Land","Rite Here Rite Now (Original Motion Picture Soundtrack)","Ghost",2024-07-26,225224,50,false,,2024-08-14T19:07:18Z,"metal,hard rock","Loma Vista Recordings",0.574,0.943,7,-3.865,0,0.0378,0.0102,0.00000933,0.058,0.651,123.995,4
spotify:track:4pIKFpwflOdhYNIRmPTj3E,"Dance Macabre","Prequelle","Ghost",2018-06-01,219720,64,false,,2024-08-14T19:06:19Z,"metal,hard rock","Loma Vista",0.619,0.696,7,-6.263,0,0.0315,0.0000193,0.00555,0.38,0.727,125.984,4
spotify:track:2EIaO5knwUA3F2qnf9LV3S,"Beyond the Sea","The Ultimate Bobby Darin","Bobby Darin",2004-11-23,172480,53,false,,2024-08-06T15:12:51Z,"big band,adult standards,swing music,doo-wop","Rhino/Warner Records",0.521,0.516,2,-7.456,0,0.0369,0.723,0,0.257,0.569,136.483,4
spotify:track:2hNhsPZVVOr0SOqShooaEJ,"Valse sentimentale, Op. 51, No. 6","Violinissimo: Great Violin Encores","Pyotr Ilyich Tchaikovsky;Josef Sakonov;London Festival Orchestra",1972-01-01,283746,42,false,,2024-07-29T19:09:31Z,"ballet,classical,orchestral","Universal Music Australia Pty. Ltd.",0.143,0.232,1,-14.73,1,0.0509,0.963,0.0814,0.11,0.105,35.555,4
spotify:track:7pYfyrMNPn3wtoCyqcTVoI,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Hands All Over (Revised International Standard version)","Maroon 5;Christina Aguilera",2010,201493,82,false,,2024-07-17T10:35:43Z,"pop","Interscope Records*",0.722,0.761,11,-4.46,0,0.0475,0.0119,0,0.315,0.624,128.046,4
spotify:track:3GfUHAoOSGy3hhEaTU34WV,"Il jouait du piano debout - Remasterisé en 2004","Paris, France (Remasterisé en 2004)","France Gall",1980,273626,60,false,,2024-07-13T11:06:02Z,"variété française,chanson,french pop,french house","Warner (France)",0.677,0.856,3,-7.177,1,0.0506,0.498,0.0000264,0.0659,0.949,105.977,4
spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,"Gimme! Gimme! Gimme! (A Man After Midnight)","Voulez-Vous","ABBA",1979,292613,83,false,,2024-07-09T11:37:45Z,"","Polar Music International AB",0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,4
spotify:track:3850dYVgOFIXJh5U4BFEWH,"Hung Up","Confessions on a Dance Floor","Madonna",2005-11-11,337733,81,false,,2024-07-06T13:17:37Z,"","Warner Records",0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,4
spotify:track:5QhBKPqsnX1uY9fZNaAtZg,"Stronger","Oops!... I Did It Again","Britney Spears",2000-05-16,203000,68,false,,2024-07-06T12:57:43Z,"pop","Jive",0.707,0.923,11,-3.957,1,0.0521,0.128,0.000437,0.273,0.842,108.049,4
spotify:track:1YBf7Tq9bpcVwvnlP8YbQS,"Year Zero","Infestissumam (Deluxe Version)","Ghost",2013-01-01,350186,54,true,,2024-07-05T13:14:11Z,"metal,hard rock","Loma Vista",0.469,0.705,7,-5.134,1,0.0458,0.0304,0.0155,0.659,0.137,122.025,4
spotify:track:2tJulUYLDKOg9XrtVkMgcJ,"Grenade","Doo-Wops & Hooligans","Bruno Mars",2010-05-11,222091,80,false,,2024-06-27T11:58:15Z,"","Atlantic Records",0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,4
spotify:track:4Y7XAxTANhu3lmnLAzhWJW,"Fireball (feat. John Ryan)","Globalization","Pitbull;John Ryan",2014-11-24,236253,83,false,,2024-06-17T15:22:26Z,"","Mr.305/Polo Grounds Music/RCA Records",0.761,0.933,10,-5.38,1,0.056,0.0908,0.0000853,0.0607,0.836,122.959,4
spotify:track:5c9eDMUcS2HTHF18DJOSI7,"Romance in F Major for Viola and Orchestra, Op. 85","Mendelssohn/Bruch: Violin Concertos (Bonus Track Version)","Max Bruch;Janine Jansen;Gewandhausorchester;Riccardo Chailly",2007-01-01,502933,15,false,,2024-06-17T12:38:23Z,"concerto,classical,chamber music,baroque,orchestral,opera","Decca Music Group Ltd.",0.168,0.0851,5,-22.333,1,0.0429,0.976,0.749,0.0619,0.0446,98.554,4
