Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3oHSL6pt9LpNrQZuQGu9wL,"Requiem, K. 626: Lacrimosa","Mozart: Requiem Realisations","Wolfgang Amadeus Mozart;Michael Finnissy;Academy of Ancient Music;Stephen Cleobury;Choir of King's College, Cambridge",2013-04-08,169666,63,false,,2025-12-22T15:15:36Z,"classical,opera,classical piano,chamber music,concerto,contemporary classical,electroacoustic,avant-garde,baroque,choral,hymns,christmas","Kings College Cambridge",0.162,0.0898,2,-23.269,0,0.0354,0.944,0.917,0.187,0.0413,132.047,3
spotify:track:0NUs7ctdl4ea3arr2wF5ay,"Sibelius: Violin Concerto in D Minor, Op. 47: III. Allegro, ma non tanto","Sibelius & Barber: Violin Concertos","Jean Sibelius;Renaud Capuçon;Orchestre de la Suisse Romande;Daniel Harding",2025-02-21,451800,33,false,,2025-12-22T15:15:36Z,"classical,impressionism,concerto,orchestral,chamber music,opera,ballet","Warner Classics",0.397,0.193,2,-19.878,1,0.0445,0.785,0.0781,0.08,0.278,110.881,3
spotify:track:4n9fmXGvKwtWLQBlqQRBIf,"Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"": IV. Allegro con fuoco - 2024 Remastered Version","Dvořák: Symphonies Nos 6-9","Antonín Dvořák;Sir Colin Davis;London Symphony Orchestra",2024-08-30,658186,33,false,,2025-12-22T15:15:36Z,"classical,chamber music,orchestral,opera,choral,ballet","LSO Live",0.25,0.0761,4,-19.778,0,0.0347,0.845,0.862,0.102,0.129,139.032,4
spotify:track:2xuyyzPiDlUPZH9kJyVeO3,"Jenůfa (Její pastorkyňa), JW I/4, Act III Scene 1: Prelude","Janáček: Jenůfa (Její pastorkyňa), JW I/4, Act III Scene 1: Prelude","Leoš Janáček;Sir Simon Rattle;London Symphony Orchestra",2025-04-11,103693,38,false,,2025-12-22T15:15:36Z,"chamber music,expressionism,classical,ballet,orchestral,opera","LSO Live",0.383,0.146,8,-19.533,0,0.0466,0.953,0.847,0.268,0.367,91.129,4
spotify:track:3LgVICutiVVE6oeTmWOQ3X,"Symphony No. 2 in D Major, Op. 36: IV. Allegro molto","Beethoven: Symphonies Nos. 2 & 3 (Complete Symphonies, Vol. 2)","Ludwig van Beethoven;Flanders Symphony Orchestra;Kristiina Poska",2024-09-27,373920,32,false,,2025-12-22T15:15:36Z,"classical,classical piano,chamber music","Fuga Libera",0.284,0.121,2,-18.664,1,0.0363,0.915,0.822,0.153,0.259,78.512,4
spotify:track:2pDJ5SFIaIlpv6KlAfIXgZ,"Carmen: Prelude. Allegro giocoso – Andante moderato (Fate Motive)","Bizet: Carmen","Georges Bizet;Berliner Philharmoniker;Herbert von Karajan",1983-01-01,215533,34,false,,2025-12-22T15:15:36Z,"opera,classical,orchestral,ballet,impressionism,concerto","Deutsche Grammophon (DG)",0.292,0.375,2,-15.669,0,0.0462,0.958,0.892,0.341,0.327,124.243,4
spotify:track:5f6pwi2QJWirSSwcAnCadJ,"The Dream Is Lost","Gladiator II (Music From The Motion Picture)","Harry Gregson-Williams",2024-11-15,165345,42,false,,2025-12-22T15:15:36Z,"soundtrack,score","Gladiator II Soundtrack",0.0617,0.0337,2,-18.753,0,0.039,0.629,0.919,0.19,0.0374,68.478,4
spotify:track:6UPmzIVOQONHHvePIaZ1BG,"Main Titles","Life On Our Planet (Soundtrack from the Netflix Series)","Lorne Balfe",2023-10-13,67226,36,false,,2025-12-22T15:15:36Z,"soundtrack,score","Netflix Music",0.132,0.773,5,-11.226,1,0.053,0.00041,0.938,0.0433,0.0593,143.813,5
spotify:track:6wiZ5BqY7w0Spk4sAn2P3f,"IV. Allegro molto","Cipriano Potter: Allegro molto (from: Symphony in C minor)","Cipriani Potter;BBC National Orchestra Of Wales;Howard Griffiths",2025-08-08,290013,34,false,,2025-12-22T15:15:36Z,"orchestral,classical,concerto","CPO",0.473,0.207,0,-13.169,0,0.0384,0.905,0.613,0.0487,0.291,118.271,4
spotify:track:0HQZfEohLdew3j77jqMjO8,"Symphony No. 35 in D Major, K. 385 ""Haffner"": IV. Presto","Mozart: Symphony No. 35 in D Major, K. 385 ""Haffner"": IV. Presto","Wolfgang Amadeus Mozart;Ensemble Resonanz;Riccardo Minasi",2025-04-11,224266,40,false,,2025-12-22T15:15:36Z,"classical,opera,classical piano,chamber music,concerto,baroque","harmonia mundi",0.338,0.288,2,-14.473,1,0.045,0.794,0.447,0.0619,0.402,147.813,4
spotify:track:4HE2Ex0bjbj3YNXmV01OoM,"Toccata & Fugue in D Minor, BWV 565: I. Toccata","Bach, J.S.: Toccata and Fugue BWV 565; Organ Works BWV 572, 590, 532, 769 & 552","Johann Sebastian Bach;Simon Preston",1989-01-01,150800,45,false,,2025-12-22T15:15:36Z,"baroque,classical,classical piano,concerto,early music,choral","Deutsche Grammophon (DG)",0.303,0.158,2,-15.529,0,0.0417,0.705,0.259,0.239,0.108,83.546,4
spotify:track:2r2U2tFfbtHzzhjI0YDaIU,"Requiem, K. 626: IIIa. Dies irae","Mozart: Requiem; Kyrie in D minor","Wolfgang Amadeus Mozart;The Monteverdi Choir;English Baroque Soloists;John Eliot Gardiner",1987-01-01,106000,36,false,,2025-12-22T15:15:36Z,"classical,opera,classical piano,chamber music,concerto,choral,baroque","Decca Music Group Ltd.",0.291,0.372,7,-16.74,0,0.0358,0.973,0.285,0.144,0.346,161.722,4
spotify:track:7pVeMFBRaq17O2R6gQqD2c,"Piano Concerto in G Major, M. 83: III. Presto","Ravel: Piano Concertos; Falla: Nights in the Gardens of Spain","Maurice Ravel;BBC Scottish Symphony Orchestra;Ludovic Morlot;Steven Osborne",2017-06-02,235493,29,false,,2025-12-22T15:15:36Z,"impressionism,classical,classical piano,neoclassical,celtic,orchestral,concerto,contemporary classical,minimalism","Hyperion",0.33,0.187,7,-23.043,1,0.0364,0.984,0.837,0.044,0.296,161.139,4
spotify:track:3oaQ5Vf0iCLTYfmZT6yXBK,"Gregson-Williams: Two Girls with Sparklers","The Paintings of Bob Peak - Gregson-Williams: Two Girls with Sparklers","Harry Gregson-Williams;Leonard Slatkin;Los Angeles Film Orchestra",2025-08-22,267172,30,false,,2025-12-22T15:15:36Z,"soundtrack,score,classical,orchestral,impressionism","Warner Classics",0.353,0.373,3,-12.684,1,0.0346,0.879,0.913,0.115,0.203,81.436,3
spotify:track:1ufH42KXvtATuAmJdICrhG,"Duck Shoot","Music from the Crown","Rupert Gregson-Williams;London Music Works;Nick Squires",2025-06-20,248591,32,false,,2025-12-22T15:15:36Z,"score,soundtrack","Silva Screen Records",0.327,0.287,2,-18.077,0,0.0379,0.676,0.465,0.144,0.0471,120.188,4
spotify:track:5LW3Bv0xfam2l8Shn561JI,"Kanaima","Kanaima","Yuri Hung;Domingo Hindoyan;Royal Liverpool Philharmonic Orchestra",2024-10-18,318640,30,false,,2025-12-22T15:15:36Z,"classical,orchestral","Onyx Classics",0.415,0.307,5,-18.931,1,0.0403,0.921,0.843,0.0874,0.168,97.867,4
spotify:track:0fIBz9zLZGqrCMaAUskhk2,"Symphony No. 3 in A Minor, Op. 56, MWV N 18 ""Scottish"": 4. Allegro vivacissimo - Allegro maestoso assai","Mendelssohn in Scotland","Felix Mendelssohn;London Symphony Orchestra;Peter Maag",2000-01-01,576653,29,false,,2025-12-22T15:15:36Z,"chamber music,classical,classical piano,choral,concerto,orchestral,ballet,opera","Decca Music Group Ltd.",0.326,0.284,9,-13.131,0,0.0383,0.902,0.922,0.126,0.213,120.732,4
spotify:track:3j01GIGm0LYSzbO7X0NfYM,"Rossini: Guillaume Tell: Overture (Finale)","Last Night of the Proms","Gioachino Rossini;Royal Philharmonic Orchestra;Philip Ellis",2007-08-03,211453,53,false,,2025-12-22T15:15:36Z,"classical,opera,orchestral,classical crossover","Warner Classics",0.358,0.414,4,-16.572,1,0.036,0.812,0.528,0.0849,0.616,149.742,4
spotify:track:7tAYivH5nikm8brl9ycpjK,"A Black Shadow - From ""The Lord of the Rings: The Fellowship of the Ring""","Howard Shore: Anthology – The Paris Concerts","Howard Shore;La Maitrise De Radio France;Choeur de Radio France;Orchestre Philharmonique de Radio France;Ludwig Wicki",2025-03-21,179350,31,false,,2025-12-22T15:15:36Z,"soundtrack,score,opera,impressionism,orchestral,contemporary classical,concerto,classical,brass band","Deutsche Grammophon (DG)",0.124,0.377,10,-13.771,1,0.0385,0.891,0.919,0.0882,0.2,84.101,3
spotify:track:4VAtedBdWADNrXc40ETjpx,"Glass (Arr. Knoth for Solo Violin, Piano & Strings)","LIFE","Hania Rani;Mari Samuelsen;Julien Quentin;Scoring Berlin;Jonathan Stockhammer",2024-08-23,251831,39,false,,2025-12-22T15:15:36Z,"neoclassical,contemporary classical,minimalism,classical","Deutsche Grammophon (DG)",0.56,0.287,1,-15.829,0,0.0406,0.771,0.0288,0.121,0.0794,107.956,4
spotify:track:4SyzBs3hEwKGY7Itsmb4iy,"Symphony No. 4 in F Minor: I. Allegro","Vaughan Williams: Symphonies Nos. 3 ""Pastoral"" & 4","Ralph Vaughan Williams;Martyn Brabbins;BBC Symphony Orchestra",2020-01-03,507146,28,false,,2025-12-22T15:15:36Z,"classical,concerto,contemporary classical,orchestral,opera,expressionism","Hyperion",0.124,0.218,5,-15.224,0,0.0407,0.912,0.871,0.0986,0.0369,79.954,4
spotify:track:5lM5lsBm4hJc5kssjnGDSv,"Symphony No. 35 in D Major, K. 385 ""Haffner"": IV. Finale. Presto","Mozart Symphonies","Wolfgang Amadeus Mozart;The Deutsche Kammerphilharmonie Bremen;Tarmo Peltokoski",2024-05-31,236040,30,false,,2025-12-22T15:15:36Z,"classical,opera,classical piano,chamber music,concerto","Deutsche Grammophon (DG)",0.371,0.176,2,-16.459,1,0.0406,0.893,0.351,0.0872,0.448,139.396,4
spotify:track:5OSuslp5cwIsdM1izjAHk2,"1812 Festival Overture, Op. 49 (Conclusion)","Classical Music Start-Up Kit, Vol. 2: 1825-1945","Royal Philharmonic Orchestra;Adrian Leaper",1989-12-15,229000,44,false,,2025-12-22T15:15:36Z,"orchestral,classical","Naxos",0.272,0.539,3,-13.144,1,0.0638,0.487,0.771,0.0789,0.0972,70.203,3
spotify:track:4cdWhBK3d4mSaRDJP05VWK,"Symphony No. 8 in C Minor, Wab 108: IV. Finale. Feierlich, nicht schnell (Ed. R. Haas from 1887 and 1890 versions)","Bruckner: Symphony No. 8 in C Minor, Wab 108 / Feldman: Coptic Light","Anton Bruckner;SWR Sinfonieorchester des Südwestrundfunks;Michael Gielen",2000-01-01,1430840,34,false,,2025-12-22T15:15:36Z,"classical,orchestral,expressionism","SWR Classic",0.107,0.0964,10,-18.058,0,0.0408,0.964,0.864,0.0664,0.0357,79.136,4
spotify:track:0cKn0mxptvpwXpEmPGOhVm,"El sombrero de tres picos, Pt. 1: III. Danza de la molinera","De Falla: The Three-Cornered Hat & Nights in the Gardens of Spain","Manuel de Falla;Carlos Miguel Prieto;The Orchestra of the Americas",2020-05-29,214625,29,false,,2025-12-22T15:15:36Z,"impressionism,neoclassical,classical","Linn Records",0.314,0.0943,2,-21.904,1,0.041,0.931,0.88,0.165,0.221,121.059,3
spotify:track:3kwDgSavfVKpt6cUlfthxm,"Sorcerer's Apprentice","Danse Macabre","Paul Dukas;Orchestre Symphonique de Montréal;Kent Nagano",2016-10-14,639746,34,false,,2025-12-22T15:15:36Z,"impressionism,classical,orchestral,opera,minimalism,contemporary classical,expressionism","Decca Music Group Ltd.",0.321,0.248,1,-21.332,1,0.0585,0.902,0.627,0.263,0.103,122.91,3
spotify:track:4KXDj2BnR8IZ5taqq2cv8y,"The Planets, Op. 32: IV. Jupiter, the Bringer of Jollity","Holst: The Planets – Colin Matthews: Pluto","Gustav Holst;Sir Mark Elder;Hallé",2001-06-01,470506,29,false,,2025-12-22T15:15:36Z,"classical,orchestral,opera,impressionism","Hyperion",0.31,0.178,5,-18.368,1,0.0358,0.92,0.717,0.0793,0.251,135.59,4
spotify:track:4D0pOhRe8AZRtMEu0tKmnd,"Mystic Whaler","Mystic Whaler","Tom Myron;Royal Scottish National Orchestra;Miran Vaupotić",2025-08-22,372288,27,false,,2025-12-22T15:15:36Z,"orchestral,classical,impressionism","Navona",0.29,0.393,7,-12.172,1,0.0419,0.813,0.86,0.0482,0.177,103.08,4
spotify:track:5Mdppj0i5Y5jTua4VvurQJ,"Symphony No. 5: I. Trauermarsch. Streng. Wie ein kondukt","Mahler: Symphony No. 5 in C-Sharp Minor","Gustav Mahler;SWR Sinfonieorchester des Südwestrundfunks;Michael Gielen",2000-01-01,790893,28,false,,2025-12-22T15:15:36Z,"classical,orchestral,expressionism","SWR Classic",0.0972,0.0593,1,-22.972,0,0.0503,0.909,0.875,0.0996,0.0477,74.015,4
spotify:track:6VKVt2bQsWg8zZsrsSrB4S,"Symphony No. 8 in G Major, Op. 88, B. 163: I. Allegro con brio","Dvořák: Symphony No. 8, Op. 88, B. 163: I. Allegro con brio","Antonín Dvořák;Czech Philharmonic;Semyon Bychkov",2024-08-16,599346,27,false,,2025-12-22T15:15:36Z,"classical,chamber music,orchestral,classical crossover,concerto,opera","Pentatone",0.268,0.0888,7,-21.771,1,0.0389,0.931,0.783,0.105,0.0933,140.351,4
spotify:track:2LHu8PhMrPWx7GSPQDF1x5,"Symphonie fantastique, H. 48: IV. Marche au supplice","Berlioz: Symphonie fantastique, H. 48: IV. Marche au supplice","Hector Berlioz;Orchestre de Paris;Klaus Mäkelä",2025-03-28,408920,27,false,,2025-12-22T15:15:36Z,"classical,orchestral,opera,concerto","Decca Music Group Ltd.",0.389,0.253,10,-17.171,1,0.0489,0.959,0.862,0.111,0.369,78.875,4
spotify:track:6i3rbUVy7TV0wN0aAb2cf3,"Symphony No. 2 in C Minor, ""Resurrection"": I. Allegro maestoso","Mahler, G.: Symphony No. 2","Gustav Mahler;Miah Persson;Christianne Stotijn;Chicago Symphony Chorus;Chicago Symphony Orchestra;Bernard Haitink",2009-12-15,1271946,29,false,,2025-12-22T15:15:36Z,"classical,orchestral,opera,contemporary classical,expressionism,impressionism","CSO Resound",0.121,0.0125,0,-28.084,1,0.0376,0.816,0.537,0.0871,0.0732,80.414,4
spotify:track:3xtZEGTqd4vlcVZn9XP7uI,"Pathos","Pathos","Ludovico Einaudi",2024-10-25,426520,52,false,,2025-12-22T15:15:36Z,"neoclassical,classical,contemporary classical","Decca (UMO) (Classics)",0.441,0.375,6,-14.426,0,0.0425,0.925,0.932,0.103,0.0376,92.508,4
spotify:track:3UV1Dr2on9R4yHTKNEy0iZ,"24 Preludes and Fugues, Op. 87: No. 2a, Prelude in A Minor","Shostakovich: 24 Preludes and Fugues, Op. 87: No. 2a, Prelude in A Minor","Dmitri Shostakovich;Yuja Wang",2025-04-11,55213,31,false,,2025-12-22T15:15:36Z,"classical,chamber music,orchestral,classical piano,impressionism","Deutsche Grammophon (DG)",0.0945,0.0204,9,-37.811,0,0.0436,0.993,0.921,0.0914,0.498,173.48,4
spotify:track:5P6ySmn4cxd3pF4BNeMOIG,"Má vlast, JB 1:112: II. Vltava ""The Moldau""","Dvorák: Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"" / Smetana: The Moldau","Bedřich Smetana;Wiener Philharmoniker;Herbert von Karajan",1985-10-01,766000,36,false,,2025-12-22T15:15:36Z,"classical,opera,orchestral,concerto","Deutsche Grammophon (DG)",0.117,0.133,4,-17.743,0,0.0354,0.859,0.96,0.257,0.0593,79.572,4
spotify:track:5xjh7foPsLNJClLE6c8B98,"Symphonic Variations on an African Air, Op. 63","Butterworth: The Banks of Green Willow; A Shropshire Lad/ /McGunn: The Land of the Mountain and the Flood/Coleridge-Taylor: Symphonic Variations on an African Air &c.","Samuel Coleridge-Taylor;Royal Liverpool Philharmonic Orchestra;Grant Llewellyn",1993-01-01,1215573,42,false,,2025-12-22T15:15:36Z,"classical,orchestral","Decca Music Group Ltd.",0.224,0.0291,7,-26.167,1,0.0455,0.959,0.845,0.11,0.0538,120.946,4
spotify:track:11tB5uZjVL2Jw2NINhSerG,"Symphony for Solo Piano (From 12 Etudes, Op. 39): IV. Finale, Op. 39 No. 7","Alkan: Symphony for Solo Piano; Souvenirs","Charles-Valentin Alkan;Marc-André Hamelin",2001-06-01,265146,26,false,,2025-12-22T15:15:36Z,"classical piano,minimalism,classical,chamber music,impressionism","Hyperion",0.402,0.18,3,-21.59,0,0.0319,0.989,0.879,0.0995,0.548,97.467,4
spotify:track:6j8iIsECtJczhbnaJddy6a,"English Suite No. 6 in D Minor, BWV 811: V. Gavotte I","Bach: English Suite No. 6 in D Minor, BWV 811: V. Gavotte I","Johann Sebastian Bach;Francesco Tristano",2025-04-09,100933,28,false,,2025-12-22T15:15:36Z,"baroque,classical,classical piano,concerto,early music,neoclassical","Naïve, a Label of Believe Group",0.699,0.381,2,-18.163,0,0.0502,0.995,0.871,0.114,0.962,152.949,4
spotify:track:41l4dwKu61s7lCECTrl3Kt,"Cello Concerto in B Minor, Op. 104, B. 191: III. Allegro moderato","Dvořák: Cello Concerto; Piano Trio No. 4 ""Dumky""","Antonín Dvořák;Jean-Guihen Queyras;Prague Philharmonia;Jiří Bělohlávek",2005,761693,28,false,,2025-12-22T15:15:36Z,"classical,chamber music,orchestral,concerto","harmonia mundi",0.168,0.0777,11,-22.375,1,0.0415,0.96,0.78,0.0884,0.0704,88.456,3
spotify:track:636vk4x62hzOZ667m9qBmY,"Piano Concerto No. 3 in D Minor, Op. 30: I. Allegro ma non tanto - Live","Rachmaninoff: Piano Concerto No. 3 in D Minor, Op. 30 / Prokofiev: Piano Concerto No. 2 in G Minor, Op. 16 (Live)","Sergei Rachmaninoff;Yuja Wang;Simón Bolívar Symphony Orchestra Of Venezuela;Gustavo Dudamel",2013-01-01,950280,33,false,,2025-12-22T15:15:36Z,"classical,classical piano,concerto,impressionism,orchestral","Deutsche Grammophon (DG)",0.17,0.054,10,-26.959,1,0.0401,0.985,0.919,0.0946,0.0508,73.884,4
spotify:track:7tA7RnIuHDJN9SK1KFn4rR,"Things to Come: 6. March","Sir Arthur Bliss – The Decca Originals","Arthur Bliss;London Symphony Orchestra",2020-06-05,227530,25,false,,2025-12-22T15:15:36Z,"classical,orchestral,ballet,opera","Universal Music Australia Pty. Ltd.",0.391,0.391,4,-16.173,1,0.0452,0.579,0.897,0.105,0.283,119.102,4
spotify:track:2w83nzlrKk9GdLV83GClU1,"A Ballet Through Mud","A Ballet Through Mud","RZA;Christopher Dragon",2024-08-16,269964,26,false,,2025-12-22T15:15:36Z,"east coast hip hop,contemporary classical","36 Chambers / Platoon",0.239,0.159,10,-14.694,0,0.0305,0.951,0.926,0.215,0.117,91.653,4
spotify:track:65EGyXq1ZSEQ47vOWdIkMC,"ICARUS - Orchestral Version","ICARUS (Orchestral Version)","Tony Ann;ARKAI",2024-06-07,170306,58,false,,2025-12-22T15:15:36Z,"","Universal Music Division Decca Records France",0.336,0.337,0,-14.106,0,0.0291,0.708,0.904,0.186,0.048,98.384,4
spotify:track:1Saf54i1EoHksTyM7qFYfx,"Symphony No. 5 in D Minor, Op. 47: IV. Allegro non troppo","Shostakovich, D.: Symphonies, Vol. 2 - Symphonies Nos. 5 and 9","Dmitri Shostakovich;Royal Liverpool Philharmonic Orchestra;Vasily Petrenko",2009-10-27,767160,32,false,,2025-12-22T15:15:36Z,"classical,chamber music,orchestral,concerto","Naxos",0.191,0.144,10,-16.18,1,0.0373,0.926,0.603,0.0703,0.039,174.635,4
spotify:track:68rOZW9tDC00UnTK45iaTi,"Lohengrin, WWV 75: Prelude to Act III - Remastered 2024","Wagner: Preludes & Overtures (Remastered 2024)","Richard Wagner;St. Louis Symphony;Jerzy Semkow",1978-01-01,184613,25,false,,2025-12-22T15:15:36Z,"opera,classical,orchestral","Vox",0.256,0.197,7,-21.552,1,0.0416,0.928,0.926,0.25,0.189,124.179,3
spotify:track:0DxeSpy96b0YTQdyjQoftu,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": IV. Presto - Allegro ma non troppo","Beethoven: Symphony No.9","Ludwig van Beethoven;Katerina Beranova;Lilli Paasikivi;Robert Dean Smith;Hanno Müller-Brachmann;GewandhausChor;GewandhausKinderchor;MDR Rundfunkchor;Gewandhausorchester;Riccardo Chailly",2011-01-01,1331920,32,false,,2025-12-22T15:15:36Z,"classical,classical piano,chamber music,finnish pop,iskelmä,opera,choral,baroque,orchestral,concerto","Decca Music Group Ltd.",0.223,0.278,2,-12.172,1,0.042,0.965,0.51,0.0861,0.107,77.78,4
spotify:track:4WOAF20NzYuD8ftfANhuog,"MOONGLADE in Jet Black","Julie Cooper: Oculus","Julie Cooper;Joby Burgess;Her Ensemble;Camilla Pay;Oculus Ensemble;Jessica Cottis",2024-02-09,305693,40,false,,2025-12-22T15:15:36Z,"neoclassical,musique concrète,electroacoustic,contemporary classical,minimalism","Signum Records",0.0891,0.229,5,-15.872,0,0.0371,0.856,0.903,0.154,0.0389,85.896,5
spotify:track:2JIfLTeDcerjIMZOenVr2Z,"Le grand cahier: X. L'incendie","Le Grand Cahier (Suite for String Orchestra)","Alexander Litvinovsky;Metamorphose String Orchestra;Pavel Lyubomudrov",2017-10-20,139480,46,false,,2025-12-22T15:15:36Z,"classical","Halidon",0.5,0.27,11,-17.14,1,0.039,0.714,0.802,0.567,0.206,122.122,4
spotify:track:0NFO85vWTMQK6gE9aH3s8C,"Symphony No. 6 in D Major, Op. 60, B. 112: III. Scherzo (Furiant)","Dvořák: Symphony No. 6; American Suite","Antonín Dvořák;Luzerner Sinfonieorchester;James Gaffigan",2014-08-26,461080,34,false,,2025-12-22T15:15:36Z,"classical,chamber music,orchestral","harmonia mundi",0.343,0.0762,2,-17.952,1,0.0393,0.934,0.843,0.1,0.163,137.111,4
spotify:track:79JMkFStAafzDBeJif9yZR,"Ballade in A Minor, Op. 33: I. Allegro energico, ma non troppo presto","Coleridge-Taylor","Samuel Coleridge-Taylor;Chineke! Orchestra;Kalena Bovell",2022-09-30,348000,26,false,,2025-12-22T15:15:36Z,"classical","Decca Music Group Ltd.",0.24,0.121,9,-19.621,0,0.0363,0.965,0.909,0.313,0.0624,100.119,4
spotify:track:3yzHx19rgdOfM8i8bSY4em,"Violin Concerto in D Major, Op. 61: III. Rondo. Allegro (Cadenza: Benedetti & Marsalis)","Beethoven: Violin Concerto","Ludwig van Beethoven;Nicola Benedetti;Aurora Orchestra;Nicholas Collon",2025-04-11,528226,39,false,,2025-12-22T15:15:36Z,"classical,classical piano,chamber music","Decca Music Group Ltd.",0.394,0.15,2,-15.717,1,0.0505,0.89,0.5,0.117,0.298,89.714,4
spotify:track:7nb3EYuiI4OGfxStgykaTu,"Danse macabre, Op. 40 (Arr. F. Liszt, V. Horowitz and y. Sudbin for piano)","Liszt: Funérailles - 3 Sonetti del Petrarca - Saint-Saëns: Danse macabre - Ravel: Gaspard de la nuit","Camille Saint-Saëns;Yevgeny Sudbin",2012-11-06,524360,30,false,,2025-12-22T15:15:36Z,"classical,classical piano","BIS",0.296,0.17,3,-21.987,1,0.038,0.975,0.898,0.0843,0.0446,89.938,4
spotify:track:3T9HSgS5jBFdXIBPav51gj,"Fanfare for the Common Man","Copland Conducts Copland - Expanded Edition (Fanfare for the Common Man, Appalachian Spring, Old American Songs (Complete), Rodeo: Four Dance Episodes)","Aaron Copland;London Symphony Orchestra",1963,196466,38,false,,2025-12-22T15:15:36Z,"classical,orchestral,ballet,opera","Sony Classical",0.228,0.179,10,-15.727,1,0.0381,0.986,0.954,0.0575,0.0377,104.036,4
spotify:track:5kMynFPblo5lJuO48j9OvO,"Alexander Nevsky, Op. 78: V. The Battle on Ice","Prokofiev: Alexander Nevsky; Scythian Suite; Lieutenant Kijé","Sergei Prokofiev;London Symphony Orchestra;Claudio Abbado;London Symphony Chorus",1995-01-01,724000,31,false,,2025-12-22T15:15:36Z,"classical,ballet,neoclassical,orchestral,opera,impressionism,concerto,expressionism,choral","Deutsche Grammophon (DG)",0.224,0.265,1,-20.218,1,0.0582,0.569,0.683,0.119,0.0688,116.096,4
spotify:track:0uE5i0EPbIt2juGja5pA8p,"Grandes Etudes de Paganini, S. 141: No. 3 in G-Sharp Minor. La campanella (Arr. Busoni)","Homage to Godowsky: Piano Works Dedicated to Leopold Godowsky","Franz Liszt;Andrey Gugnin",2020-03-27,328933,41,false,,2025-12-22T15:15:36Z,"classical piano,classical","Hyperion",0.284,0.293,8,-21.217,0,0.0356,0.965,0.853,0.104,0.409,170.558,4
spotify:track:6FbPeP7zBqDfWUFSotbmUq,"Die Fledermaus: Overture","Strauss: Die Fledermaus","Johann Strauss II;Bavarian State Orchestra;Carlos Kleiber",1976-01-01,460000,46,false,,2025-12-22T15:15:36Z,"classical,opera,orchestral","Deutsche Grammophon (DG)",0.386,0.24,2,-14.492,1,0.0461,0.932,0.78,0.0548,0.201,109.243,3
spotify:track:5QPq4j14S55vfD5iA6XjWm,"Violin Concerto, Op. 24: III. Allegro vivace","Rózsa: Violin Concerto, Op. 24: III. Allegro vivace","Miklós Rózsa;Roman Simovic;Sir Simon Rattle;London Symphony Orchestra",2024-10-18,540240,24,false,,2025-12-22T15:15:36Z,"chamber music,expressionism,classical,ballet,orchestral,opera","LSO Live",0.386,0.265,2,-16.494,1,0.0575,0.944,0.792,0.0972,0.261,150.644,4
spotify:track:5TBKNRN8P5gzOr3F7QeHgA,"Brahms: Symphony No. 1 in C Minor, Op. 68: I. Un poco sostenuto – Allegro","Brahms: Symphony No. 1","Johannes Brahms;Munich Philharmonic Orchestra;Zubin Mehta",2024-08-02,861178,25,false,,2025-12-22T15:15:36Z,"classical,classical piano,chamber music,orchestral,opera","MUNCHNER PHILHARMONIKER GBR",0.18,0.0913,0,-20.263,1,0.0358,0.958,0.929,0.117,0.0396,96.745,4
spotify:track:02EjNQRJohFLY4NaXiFdH1,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio","Beethoven: Symphonies Nos. 5 & 7","Ludwig van Beethoven;Wiener Philharmoniker;Carlos Kleiber",1995-02-20,441946,58,false,,2025-12-22T15:15:36Z,"classical,classical piano,chamber music,opera,orchestral,concerto","Deutsche Grammophon (DG)",0.265,0.214,0,-18.705,0,0.0379,0.951,0.908,0.0905,0.2,98.474,4
spotify:track:0FuZu5ggJemfqBorcUCJEr,"10 Preludes, Op. 23: No. 5 Alla marcia in G Minor","Tchaikovsky: Piano Concerto No.1 / Rachmaninov: Préludes","Sergei Rachmaninoff;Sviatoslav Richter",1987-01-01,224000,39,false,,2025-12-22T15:15:36Z,"classical,classical piano,concerto,baroque,chamber music","Deutsche Grammophon (DG)",0.268,0.189,7,-17.844,0,0.0407,0.989,0.895,0.114,0.111,66.637,3
spotify:track:26tANqldIcKzynlqb4HLyd,"Symphony No. 9 in C Major, D. 944 ""The Great"": IV. Finale. Allegro vivace","Schubert: The ""Great"" C Major Symphony, D. 944","Franz Schubert;Orchestra Mozart;Claudio Abbado",2015-05-29,965120,23,false,,2025-12-22T15:15:36Z,"chamber music,classical,classical piano,concerto,orchestral,opera,impressionism,expressionism","Deutsche Grammophon (DG)",0.273,0.169,0,-18.181,1,0.0337,0.927,0.768,0.107,0.13,96.624,4
spotify:track:7Acq8TPI2poSjI3PXiBnML,"Symphony in D Major: II. Scherzo. Allegro moderato","Potter: Complete Symphonies, Vol. 3","Cipriani Potter;BBC National Orchestra Of Wales;Howard Griffiths",2025-08-14,189600,23,false,,2025-12-22T15:15:36Z,"orchestral,classical,concerto","CPO",0.278,0.189,11,-13.541,1,0.0359,0.985,0.882,0.325,0.312,90.416,3
